t,frac_C,frac_D,frac_L,avg_res,CC_ratio,CD_ratio,DD_ratio,CL_ratio,DL_ratio,LL_ratio,C_perimeter,D_perimeter,L_perimeter,C_perimeter_ratio,D_perimeter_ratio,L_perimeter_ratio
31,0.3716,0.2812,0.3472,16.459264174400644,0.2672,0.1658,0.1662,0.043,0.0642,0.2936,1044,1150,536,0.2088,0.23,0.1072
32,0.3648,0.3208,0.3144,17.398393756960576,0.2574,0.1768,0.2032,0.038,0.0584,0.2662,1074,1176,482,0.2148,0.2352,0.0964
33,0.3652,0.3424,0.2924,18.29901758126452,0.256,0.1832,0.2212,0.0352,0.0592,0.2452,1092,1212,472,0.2184,0.2424,0.0944
34,0.3664,0.3572,0.2764,19.191187823138065,0.2578,0.184,0.234,0.0332,0.0624,0.2286,1086,1232,478,0.2172,0.2464,0.0956
35,0.3752,0.3688,0.256,20.07441521922426,0.2654,0.1926,0.2444,0.027,0.0562,0.2144,1098,1244,416,0.2196,0.2488,0.0832
36,0.3828,0.376,0.2412,20.994029697301837,0.2708,0.195,0.2494,0.029,0.0582,0.1976,1120,1266,436,0.224,0.2532,0.0872
37,0.37,0.4044,0.2256,21.922653224371654,0.2582,0.1964,0.2792,0.0272,0.054,0.185,1118,1252,406,0.2236,0.2504,0.0812
38,0.3816,0.4044,0.214,22.78888333473449,0.264,0.209,0.2742,0.0262,0.0514,0.1752,1176,1302,388,0.2352,0.2604,0.0776
39,0.382,0.4176,0.2004,23.70191095211704,0.2638,0.209,0.287,0.0274,0.0522,0.1606,1182,1306,398,0.2364,0.2612,0.0796
40,0.3844,0.4316,0.184,24.596241710794736,0.2618,0.2188,0.2986,0.0264,0.0472,0.1472,1226,1330,368,0.2452,0.266,0.0736
41,0.3844,0.4452,0.1704,25.49226671687214,0.2666,0.2094,0.317,0.0262,0.047,0.1338,1178,1282,366,0.2356,0.2564,0.0732
42,0.3932,0.4448,0.162,26.361860446341808,0.2752,0.2098,0.3154,0.0262,0.049,0.1244,1180,1294,376,0.236,0.2588,0.0752
43,0.4076,0.4472,0.1452,27.252153893612824,0.2912,0.2092,0.3202,0.0236,0.0448,0.111,1164,1270,342,0.2328,0.254,0.0684
44,0.4168,0.4548,0.1284,28.181455733958927,0.2946,0.222,0.3228,0.0224,0.042,0.0962,1222,1320,322,0.2444,0.264,0.0644
45,0.4224,0.4596,0.118,29.143277444403026,0.2946,0.232,0.323,0.0236,0.0412,0.0856,1278,1366,324,0.2556,0.2732,0.0648
46,0.424,0.4716,0.1044,30.120447622721596,0.2938,0.2386,0.3332,0.0218,0.0382,0.0744,1302,1384,300,0.2604,0.2768,0.06
47,0.4192,0.488,0.0928,31.097704793963178,0.2908,0.2384,0.349,0.0184,0.0396,0.0638,1284,1390,290,0.2568,0.278,0.058
48,0.4252,0.4932,0.0816,32.04537957727742,0.2986,0.2344,0.3566,0.0188,0.0388,0.0528,1266,1366,288,0.2532,0.2732,0.0576
49,0.4184,0.51,0.0716,32.99274829863905,0.2896,0.2426,0.3698,0.015,0.0378,0.0452,1288,1402,264,0.2576,0.2804,0.0528
50,0.4244,0.5128,0.0628,33.91380685843137,0.2942,0.2448,0.3714,0.0156,0.038,0.036,1302,1414,268,0.2604,0.2828,0.0536
51,0.4264,0.5228,0.0508,34.84359036566909,0.292,0.258,0.3772,0.0108,0.0332,0.0288,1344,1456,220,0.2688,0.2912,0.044
52,0.4144,0.5428,0.0428,35.78968833861784,0.2768,0.2652,0.3962,0.01,0.028,0.0238,1376,1466,190,0.2752,0.2932,0.038
53,0.3932,0.5652,0.0416,36.68365071254646,0.2598,0.2592,0.4204,0.0076,0.0304,0.0226,1334,1448,190,0.2668,0.2896,0.038
54,0.382,0.5776,0.0404,37.483587154534305,0.2518,0.2542,0.4332,0.0062,0.0346,0.02,1302,1444,204,0.2604,0.2888,0.0408
55,0.3716,0.5856,0.0428,38.2306394133004,0.2394,0.2572,0.439,0.0072,0.036,0.0212,1322,1466,216,0.2644,0.2932,0.0432
56,0.3632,0.5956,0.0412,38.93321716580506,0.2342,0.2528,0.453,0.0052,0.0324,0.0224,1290,1426,188,0.258,0.2852,0.0376
57,0.35,0.5992,0.0508,39.5963315838358,0.2244,0.2486,0.4552,0.0026,0.0394,0.0298,1256,1440,210,0.2512,0.288,0.042
58,0.336,0.6048,0.0592,40.21377451180542,0.2138,0.2418,0.462,0.0026,0.0438,0.036,1222,1428,232,0.2444,0.2856,0.0464
59,0.3344,0.5984,0.0672,40.774043078589244,0.2138,0.2386,0.4548,0.0026,0.0486,0.0416,1206,1436,256,0.2412,0.2872,0.0512
60,0.322,0.602,0.076,41.32887449726858,0.2008,0.2392,0.4554,0.0032,0.054,0.0474,1212,1466,286,0.2424,0.2932,0.0572
61,0.3116,0.5984,0.09,41.84183207985862,0.1916,0.2354,0.4508,0.0046,0.0598,0.0578,1200,1476,322,0.24,0.2952,0.0644
62,0.3012,0.6032,0.0956,42.31477412769195,0.1806,0.237,0.4544,0.0042,0.0606,0.0632,1206,1488,324,0.2412,0.2976,0.0648
63,0.3024,0.592,0.1056,42.75179828654339,0.1872,0.2268,0.4464,0.0036,0.0644,0.0716,1152,1456,340,0.2304,0.2912,0.068
64,0.3,0.5864,0.1136,43.187995745349525,0.1846,0.2254,0.4378,0.0054,0.0718,0.075,1154,1486,386,0.2308,0.2972,0.0772
65,0.302,0.5704,0.1276,43.61327268191623,0.1852,0.2282,0.4182,0.0054,0.0762,0.0868,1168,1522,408,0.2336,0.3044,0.0816
66,0.294,0.57,0.136,44.05870893921744,0.1796,0.221,0.419,0.0078,0.081,0.0916,1144,1510,444,0.2288,0.302,0.0888
67,0.296,0.564,0.14,44.463332141315014,0.1832,0.2194,0.4132,0.0062,0.0822,0.0958,1128,1508,442,0.2256,0.3016,0.0884
68,0.3064,0.5448,0.1488,44.876892195456776,0.1886,0.23,0.388,0.0056,0.0836,0.1042,1178,1568,446,0.2356,0.3136,0.0892
69,0.3016,0.542,0.1564,45.35119994114261,0.187,0.223,0.388,0.0062,0.085,0.1108,1146,1540,456,0.2292,0.308,0.0912
70,0.3188,0.524,0.1572,45.80247881369751,0.1984,0.2324,0.3674,0.0084,0.0808,0.1126,1204,1566,446,0.2408,0.3132,0.0892
71,0.33,0.5172,0.1528,46.32670745619919,0.2116,0.2286,0.3616,0.0082,0.0826,0.1074,1184,1556,454,0.2368,0.3112,0.0908
72,0.3368,0.5156,0.1476,46.88481244968568,0.2172,0.2302,0.3624,0.009,0.0762,0.105,1196,1532,426,0.2392,0.3064,0.0852
73,0.3484,0.5172,0.1344,47.459595389815874,0.2246,0.2376,0.3614,0.01,0.074,0.0924,1238,1558,420,0.2476,0.3116,0.084
74,0.3488,0.5244,0.1268,48.068809017623195,0.2224,0.2432,0.3652,0.0096,0.0752,0.0844,1264,1592,424,0.2528,0.3184,0.0848
75,0.3348,0.5384,0.1268,48.66954189776993,0.2116,0.237,0.3844,0.0094,0.071,0.0866,1232,1540,402,0.2464,0.308,0.0804
76,0.33,0.548,0.122,49.19751901189622,0.2082,0.2348,0.396,0.0088,0.0692,0.083,1218,1520,390,0.2436,0.304,0.078
77,0.3448,0.534,0.1212,49.69144331533959,0.2272,0.2258,0.3876,0.0094,0.067,0.083,1176,1464,382,0.2352,0.2928,0.0764
78,0.3536,0.5264,0.12,50.22020731589412,0.2316,0.2362,0.375,0.0078,0.0666,0.0828,1220,1514,372,0.244,0.3028,0.0744
79,0.3568,0.518,0.1252,50.78608565527766,0.2352,0.2342,0.3666,0.009,0.0686,0.0864,1216,1514,388,0.2432,0.3028,0.0776
80,0.358,0.516,0.126,51.351540659510675,0.2354,0.2362,0.3668,0.009,0.0622,0.0904,1226,1492,356,0.2452,0.2984,0.0712
81,0.36,0.5212,0.1188,51.911242253490585,0.2382,0.2342,0.3732,0.0094,0.0618,0.0832,1218,1480,356,0.2436,0.296,0.0712
82,0.366,0.5176,0.1164,52.453283908898584,0.246,0.229,0.3724,0.011,0.0614,0.0802,1200,1452,362,0.24,0.2904,0.0724
83,0.3784,0.51,0.1116,52.993107179551174,0.2562,0.2308,0.3652,0.0136,0.0588,0.0754,1222,1448,362,0.2444,0.2896,0.0724
84,0.386,0.5108,0.1032,53.55913105956735,0.2614,0.2378,0.3652,0.0114,0.0534,0.0708,1246,1456,324,0.2492,0.2912,0.0648
85,0.3792,0.522,0.0988,54.14520942018069,0.2564,0.234,0.3768,0.0116,0.0564,0.0648,1228,1452,340,0.2456,0.2904,0.068
86,0.3928,0.5164,0.0908,54.6835741480866,0.263,0.2488,0.3656,0.0108,0.0528,0.059,1298,1508,318,0.2596,0.3016,0.0636
87,0.3908,0.5324,0.0768,55.274786180546336,0.265,0.2422,0.3872,0.0094,0.0482,0.048,1258,1452,288,0.2516,0.2904,0.0576
88,0.4028,0.5292,0.068,55.82865645810138,0.2744,0.247,0.3838,0.0098,0.0438,0.0412,1284,1454,268,0.2568,0.2908,0.0536
89,0.4028,0.5328,0.0644,56.41469686712164,0.274,0.2498,0.3862,0.0078,0.0434,0.0388,1288,1466,256,0.2576,0.2932,0.0512
90,0.3944,0.5396,0.066,56.99259114702778,0.2666,0.2484,0.394,0.0072,0.0428,0.041,1278,1456,250,0.2556,0.2912,0.05
91,0.3796,0.5612,0.0592,57.52905546431021,0.2514,0.2516,0.4152,0.0048,0.0404,0.0366,1282,1460,226,0.2564,0.292,0.0452
92,0.3836,0.5524,0.064,58.00266866868453,0.2532,0.2564,0.404,0.0044,0.0404,0.0416,1304,1484,224,0.2608,0.2968,0.0448
93,0.372,0.5652,0.0628,58.49311809313182,0.242,0.2554,0.4182,0.0046,0.0386,0.0412,1300,1470,216,0.26,0.294,0.0432
94,0.3624,0.5768,0.0608,58.92926541955389,0.2374,0.2464,0.4358,0.0036,0.0356,0.0412,1250,1410,196,0.25,0.282,0.0392
95,0.3712,0.5724,0.0564,59.310867765365934,0.2464,0.2464,0.4302,0.0032,0.038,0.0358,1248,1422,206,0.2496,0.2844,0.0412
96,0.3696,0.5736,0.0568,59.71732951862217,0.2414,0.2528,0.4284,0.0036,0.0376,0.0362,1282,1452,206,0.2564,0.2904,0.0412
97,0.3608,0.5796,0.0596,60.1175550111842,0.2314,0.2542,0.4346,0.0046,0.0358,0.0394,1294,1450,202,0.2588,0.29,0.0404
98,0.3508,0.592,0.0572,60.47957154539805,0.2236,0.2502,0.4486,0.0042,0.0366,0.0368,1272,1434,204,0.2544,0.2868,0.0408
99,0.3364,0.6076,0.056,60.79031355493823,0.2066,0.2536,0.4636,0.006,0.0344,0.0358,1298,1440,202,0.2596,0.288,0.0404
100,0.3112,0.6332,0.0556,61.040282296667456,0.194,0.2306,0.5006,0.0038,0.0346,0.0364,1172,1326,192,0.2344,0.2652,0.0384
101,0.3032,0.6408,0.056,61.16895399249317,0.1872,0.2276,0.5112,0.0044,0.0316,0.038,1160,1296,180,0.232,0.2592,0.036
102,0.2912,0.656,0.0528,61.26640002704209,0.177,0.2248,0.5268,0.0036,0.0336,0.0342,1142,1292,186,0.2284,0.2584,0.0372
103,0.2724,0.678,0.0496,61.31799901925622,0.165,0.2106,0.5558,0.0042,0.0338,0.0306,1074,1222,190,0.2148,0.2444,0.038
104,0.264,0.6872,0.0488,61.28243013406941,0.1604,0.203,0.5686,0.0042,0.0342,0.0296,1036,1186,192,0.2072,0.2372,0.0384
105,0.2608,0.6888,0.0504,61.21391588581824,0.1642,0.191,0.5766,0.0022,0.0334,0.0326,966,1122,178,0.1932,0.2244,0.0356
106,0.2648,0.6748,0.0604,61.13382563079298,0.1708,0.186,0.5628,0.002,0.038,0.0404,940,1120,200,0.188,0.224,0.04
107,0.2756,0.6632,0.0612,61.07981780632243,0.1786,0.1914,0.548,0.0026,0.039,0.0404,970,1152,208,0.194,0.2304,0.0416
108,0.2736,0.6612,0.0652,61.07403736879188,0.1768,0.1926,0.543,0.001,0.0438,0.0428,968,1182,224,0.1936,0.2364,0.0448
109,0.2692,0.6548,0.076,61.06514431535249,0.1708,0.1958,0.5334,0.001,0.047,0.052,984,1214,240,0.1968,0.2428,0.048
110,0.2604,0.646,0.0936,61.047183456788744,0.162,0.1954,0.5242,0.0014,0.0482,0.0688,984,1218,248,0.1968,0.2436,0.0496
111,0.25,0.6476,0.1024,61.00675382850405,0.1544,0.189,0.5258,0.0022,0.0546,0.074,956,1218,284,0.1912,0.2436,0.0568
112,0.2476,0.6356,0.1168,60.92360528331071,0.1502,0.1924,0.5092,0.0024,0.0604,0.0854,974,1264,314,0.1948,0.2528,0.0628
113,0.25,0.6224,0.1276,60.84625338058516,0.155,0.1868,0.4966,0.0032,0.0648,0.0936,950,1258,340,0.19,0.2516,0.068
114,0.252,0.6128,0.1352,60.77953647294157,0.1528,0.1934,0.4812,0.005,0.0698,0.0978,992,1316,374,0.1984,0.2632,0.0748
115,0.2516,0.6016,0.1468,60.73004618074135,0.155,0.1878,0.4706,0.0054,0.0742,0.107,966,1310,398,0.1932,0.262,0.0796
116,0.2592,0.5836,0.1572,60.68274480445583,0.1624,0.1884,0.4504,0.0052,0.078,0.1156,968,1332,416,0.1936,0.2664,0.0832
117,0.2664,0.5716,0.162,60.67212515617141,0.169,0.188,0.438,0.0068,0.0792,0.119,974,1336,430,0.1948,0.2672,0.086
118,0.268,0.5596,0.1724,60.68735406343483,0.1738,0.1808,0.425,0.0076,0.0884,0.1244,942,1346,480,0.1884,0.2692,0.096
119,0.2872,0.526,0.1868,60.704255375199274,0.1886,0.1896,0.3876,0.0076,0.0872,0.1394,986,1384,474,0.1972,0.2768,0.0948
120,0.2936,0.508,0.1984,60.815638670145056,0.1934,0.1916,0.3678,0.0088,0.0888,0.1496,1002,1402,488,0.2004,0.2804,0.0976
121,0.2864,0.5052,0.2084,60.95316860086273,0.1938,0.1734,0.374,0.0118,0.089,0.158,926,1312,504,0.1852,0.2624,0.1008
122,0.286,0.5004,0.2136,61.040787253129736,0.1918,0.1766,0.367,0.0118,0.0902,0.1626,942,1334,510,0.1884,0.2668,0.102
123,0.298,0.4864,0.2156,61.1333188603298,0.1988,0.1866,0.3482,0.0118,0.0898,0.1648,992,1382,508,0.1984,0.2764,0.1016
124,0.2916,0.4908,0.2176,61.28363093347999,0.1922,0.1902,0.354,0.0086,0.0834,0.1716,994,1368,460,0.1988,0.2736,0.092
125,0.2908,0.488,0.2212,61.41916459970181,0.188,0.1974,0.3528,0.0082,0.073,0.1806,1028,1352,406,0.2056,0.2704,0.0812
126,0.2776,0.4988,0.2236,61.562838691278685,0.1746,0.1978,0.3636,0.0082,0.0726,0.1832,1030,1352,404,0.206,0.2704,0.0808
127,0.2748,0.498,0.2272,61.657168170695925,0.169,0.2046,0.3588,0.007,0.0738,0.1868,1058,1392,404,0.2116,0.2784,0.0808
128,0.262,0.5084,0.2296,61.753421746717244,0.1524,0.2106,0.3628,0.0086,0.0806,0.185,1096,1456,446,0.2192,0.2912,0.0892
129,0.2528,0.5212,0.226,61.807894066875356,0.1462,0.2042,0.379,0.009,0.0802,0.1814,1066,1422,446,0.2132,0.2844,0.0892
130,0.2368,0.536,0.2272,61.81819569502596,0.1346,0.194,0.4006,0.0104,0.0768,0.1836,1022,1354,436,0.2044,0.2708,0.0872
131,0.2272,0.5356,0.2372,61.7594887258913,0.1308,0.1816,0.4054,0.0112,0.0788,0.1922,964,1302,450,0.1928,0.2604,0.09
132,0.2224,0.5304,0.2472,61.66800779430336,0.1292,0.1762,0.4018,0.0102,0.081,0.2016,932,1286,456,0.1864,0.2572,0.0912
133,0.222,0.5172,0.2608,61.57557766237229,0.1266,0.178,0.3892,0.0128,0.078,0.2154,954,1280,454,0.1908,0.256,0.0908
134,0.2108,0.528,0.2612,61.50388595134143,0.1232,0.1628,0.4078,0.0124,0.0776,0.2162,876,1202,450,0.1752,0.2404,0.09
135,0.2112,0.528,0.2608,61.38894127504163,0.122,0.1646,0.4056,0.0138,0.0802,0.2138,892,1224,470,0.1784,0.2448,0.094
136,0.2076,0.518,0.2744,61.29151631876661,0.1226,0.1558,0.4036,0.0142,0.073,0.2308,850,1144,436,0.17,0.2288,0.0872
137,0.2124,0.512,0.2756,61.197160319294966,0.1268,0.1592,0.3974,0.012,0.07,0.2346,856,1146,410,0.1712,0.2292,0.082
138,0.2128,0.5072,0.28,61.14704341557568,0.1312,0.1498,0.3958,0.0134,0.073,0.2368,816,1114,432,0.1632,0.2228,0.0864
139,0.2112,0.4992,0.2896,61.10046190735637,0.1334,0.1434,0.3916,0.0122,0.0718,0.2476,778,1076,420,0.1556,0.2152,0.084
140,0.2192,0.4892,0.2916,61.064354130781,0.1384,0.1466,0.3798,0.015,0.0722,0.248,808,1094,436,0.1616,0.2188,0.0872
141,0.2284,0.476,0.2956,61.06725124469282,0.147,0.1482,0.3644,0.0146,0.075,0.2508,814,1116,448,0.1628,0.2232,0.0896
142,0.232,0.4716,0.2964,61.11782830539018,0.1496,0.1494,0.3588,0.0154,0.0762,0.2506,824,1128,458,0.1648,0.2256,0.0916
143,0.2468,0.4504,0.3028,61.18512958248679,0.1582,0.16,0.3306,0.0172,0.0796,0.2544,886,1198,484,0.1772,0.2396,0.0968
144,0.2484,0.4488,0.3028,61.32453464733227,0.1546,0.1672,0.3256,0.0204,0.0792,0.253,938,1232,498,0.1876,0.2464,0.0996
145,0.2544,0.4392,0.3064,61.4687154441912,0.1622,0.163,0.3166,0.0214,0.0822,0.2546,922,1226,518,0.1844,0.2452,0.1036
146,0.2592,0.4392,0.3016,61.62804723071889,0.1642,0.1686,0.313,0.0214,0.0838,0.249,950,1262,526,0.19,0.2524,0.1052
147,0.264,0.4408,0.2952,61.803021479514264,0.1672,0.1712,0.313,0.0224,0.0844,0.2418,968,1278,534,0.1936,0.2556,0.1068
148,0.2684,0.4444,0.2872,61.98540302120275,0.175,0.1676,0.32,0.0192,0.0812,0.237,934,1244,502,0.1868,0.2488,0.1004
149,0.2836,0.4356,0.2808,62.17657782151864,0.1834,0.1812,0.3078,0.0192,0.0744,0.234,1002,1278,468,0.2004,0.2556,0.0936
150,0.2848,0.4452,0.27,62.43184303279668,0.189,0.171,0.3212,0.0206,0.077,0.2212,958,1240,488,0.1916,0.248,0.0976
151,0.3028,0.4436,0.2536,62.66170959243383,0.2024,0.1796,0.3174,0.0212,0.0728,0.2066,1004,1262,470,0.2008,0.2524,0.094
152,0.3064,0.4544,0.2392,62.948041334076706,0.2056,0.179,0.3298,0.0226,0.0702,0.1928,1008,1246,464,0.2016,0.2492,0.0928
153,0.3168,0.4508,0.2324,63.22356126049808,0.2066,0.196,0.3194,0.0244,0.0668,0.1868,1102,1314,456,0.2204,0.2628,0.0912
154,0.3264,0.454,0.2196,63.54237460010436,0.2166,0.1944,0.3232,0.0252,0.0672,0.1734,1098,1308,462,0.2196,0.2616,0.0924
155,0.3268,0.4692,0.204,63.87381759678351,0.2166,0.1974,0.338,0.023,0.065,0.16,1102,1312,440,0.2204,0.2624,0.088
156,0.3244,0.488,0.1876,64.19106109451727,0.213,0.2006,0.3566,0.0222,0.0622,0.1454,1114,1314,422,0.2228,0.2628,0.0844
157,0.3188,0.5044,0.1768,64.47917703493044,0.2108,0.1912,0.376,0.0248,0.0656,0.1316,1080,1284,452,0.216,0.2568,0.0904
158,0.3284,0.5072,0.1644,64.71323558355144,0.2208,0.189,0.38,0.0262,0.0654,0.1186,1076,1272,458,0.2152,0.2544,0.0916
159,0.3336,0.5148,0.1516,64.96462230713477,0.2268,0.1894,0.3864,0.0242,0.0674,0.1058,1068,1284,458,0.2136,0.2568,0.0916
160,0.3376,0.5228,0.1396,65.22303362370162,0.2314,0.1922,0.3958,0.0202,0.0618,0.0986,1062,1270,410,0.2124,0.254,0.082
161,0.3424,0.528,0.1296,65.48832053883395,0.2386,0.1908,0.4014,0.0168,0.0624,0.09,1038,1266,396,0.2076,0.2532,0.0792
162,0.3328,0.536,0.1312,65.75628779273153,0.2244,0.2038,0.4028,0.013,0.0626,0.0934,1084,1332,378,0.2168,0.2664,0.0756
163,0.3216,0.5492,0.1292,65.99880342905423,0.2172,0.1984,0.419,0.0104,0.062,0.093,1044,1302,362,0.2088,0.2604,0.0724
164,0.3244,0.542,0.1336,66.18209434045137,0.2192,0.202,0.4114,0.0084,0.0592,0.0998,1052,1306,338,0.2104,0.2612,0.0676
165,0.3152,0.5472,0.1376,66.37533968052803,0.2098,0.2002,0.4184,0.0106,0.0574,0.1036,1054,1288,340,0.2108,0.2576,0.068
166,0.3132,0.5468,0.14,66.51758022535213,0.2036,0.2086,0.4146,0.0106,0.0558,0.1068,1096,1322,332,0.2192,0.2644,0.0664
167,0.302,0.5608,0.1372,66.65347488164177,0.1888,0.2154,0.4256,0.011,0.055,0.1042,1132,1352,330,0.2264,0.2704,0.066
168,0.2892,0.5676,0.1432,66.74305755686726,0.1782,0.2086,0.4344,0.0134,0.0578,0.1076,1110,1332,356,0.222,0.2664,0.0712
169,0.292,0.5652,0.1428,66.77321645862048,0.1812,0.2078,0.4324,0.0138,0.0578,0.107,1108,1328,358,0.2216,0.2656,0.0716
170,0.2868,0.5724,0.1408,66.81334991556527,0.1732,0.2152,0.4348,0.012,0.06,0.1048,1136,1376,360,0.2272,0.2752,0.072
171,0.2792,0.58,0.1408,66.84354619252785,0.1694,0.2066,0.4448,0.013,0.0638,0.1024,1098,1352,384,0.2196,0.2704,0.0768
172,0.2712,0.5932,0.1356,66.83445278107175,0.166,0.1972,0.463,0.0132,0.0632,0.0974,1052,1302,382,0.2104,0.2604,0.0764
173,0.2684,0.5948,0.1368,66.78254764504503,0.1664,0.1902,0.4654,0.0138,0.0686,0.0956,1020,1294,412,0.204,0.2588,0.0824
174,0.2728,0.5852,0.142,66.71908116370024,0.1742,0.1858,0.458,0.0114,0.0686,0.102,986,1272,400,0.1972,0.2544,0.08
175,0.2728,0.5772,0.15,66.68232393854755,0.1742,0.1862,0.4478,0.011,0.0726,0.1082,986,1294,418,0.1972,0.2588,0.0836
176,0.2796,0.5668,0.1536,66.65874997111291,0.1822,0.184,0.4364,0.0108,0.0768,0.1098,974,1304,438,0.1948,0.2608,0.0876
177,0.2868,0.5528,0.1604,66.66526965701802,0.1878,0.187,0.4222,0.011,0.0742,0.1178,990,1306,426,0.198,0.2612,0.0852
178,0.2948,0.5424,0.1628,66.70555716164664,0.1902,0.1966,0.4062,0.0126,0.0758,0.1186,1046,1362,442,0.2092,0.2724,0.0884
179,0.3056,0.5296,0.1648,66.78124853879336,0.2028,0.1944,0.3936,0.0112,0.0776,0.1204,1028,1360,444,0.2056,0.272,0.0888
180,0.3064,0.522,0.1716,66.89217561205784,0.2022,0.1956,0.3862,0.0128,0.076,0.1272,1042,1358,444,0.2084,0.2716,0.0888
181,0.3144,0.5052,0.1804,67.00238261669769,0.2092,0.198,0.3726,0.0124,0.0672,0.1406,1052,1326,398,0.2104,0.2652,0.0796
182,0.3168,0.5068,0.1764,67.14817055570124,0.21,0.2,0.3726,0.0136,0.0684,0.1354,1068,1342,410,0.2136,0.2684,0.082
183,0.3184,0.5124,0.1692,67.29150696386884,0.2124,0.2014,0.3814,0.0106,0.0606,0.1336,1060,1310,356,0.212,0.262,0.0712
184,0.3164,0.5204,0.1632,67.43209740380614,0.2056,0.2106,0.3856,0.011,0.059,0.1282,1108,1348,350,0.2216,0.2696,0.07
